country_name,country_code,year,gini_index,world_regions,zscore
paraguay,pry,2016,0.48,,1.2369189879788427
paraguay,pry,2017,0.49,,1.3518767512130616
paraguay,pry,2018,0.46,,1.0070034615104058
paraguay,pry,2019,0.46,,1.0070034615104058
paraguay,pry,2020,0.43,,0.6621301718077492
paraguay,pry,2021,0.43,,0.6621301718077492
paraguay,pry,2022,0.45,,0.892045698276187
paraguay,pry,2023,0.44,South America,0.7770879350419682
paraguay,pry,2024,0.44,,0.7770879350419682
peru,per,1997,0.53,,1.8117078041499368
peru,per,1998,0.55,,2.0416233306183744
peru,per,1999,0.55,,2.0416233306183744
peru,per,2000,0.49,,1.3518767512130616
peru,per,2001,0.51,,1.5817922776814992
peru,per,2002,0.54,,1.9266655673841557
peru,per,2003,0.53,,1.8117078041499368
peru,per,2004,0.5,,1.4668345144472803
peru,per,2005,0.5,,1.4668345144472803
peru,per,2006,0.5,,1.4668345144472803
peru,per,2007,0.5,,1.4668345144472803
peru,per,2008,0.47,,1.121961224744624
peru,per,2009,0.47,,1.121961224744624
peru,per,2010,0.46,,1.0070034615104058
peru,per,2011,0.45,,0.892045698276187
peru,per,2012,0.44,,0.7770879350419682
peru,per,2013,0.44,,0.7770879350419682
peru,per,2014,0.43,,0.6621301718077492
peru,per,2015,0.43,,0.6621301718077492
peru,per,2016,0.44,,0.7770879350419682
peru,per,2017,0.43,,0.6621301718077492
peru,per,2018,0.42,,0.5471724085735304
peru,per,2019,0.42,,0.5471724085735304
peru,per,2020,0.44,,0.7770879350419682
peru,per,2021,0.4,,0.31725688210509345
peru,per,2022,0.4,,0.31725688210509345
peru,per,2023,0.41,South America,0.43221464533931164
peru,per,2024,0.4,,0.31725688210509345
philippines,phl,1985,0.41,,0.43221464533931164
philippines,phl,1988,0.41,,0.43221464533931164
philippines,phl,1991,0.44,,0.7770879350419682
philippines,phl,1994,0.43,,0.6621301718077492
philippines,phl,1997,0.46,,1.0070034615104058
philippines,phl,2000,0.43,,0.6621301718077492
philippines,phl,2003,0.41,,0.43221464533931164
philippines,phl,2006,0.43,,0.6621301718077492
philippines,phl,2009,0.42,,0.5471724085735304
philippines,phl,2012,0.42,,0.5471724085735304
philippines,phl,2015,0.4,,0.31725688210509345
philippines,phl,2018,0.38,,0.0873413556366558
philippines,phl,2021,0.37,,-0.02761640759756302
philippines,phl,2023,0.35,Asia,-0.25753193406600067
pitcairn,pcn,2023,,Oceania,
poland,pol,1985,0.25,,-1.4071095664081876
poland,pol,1986,0.28,,-1.0622362767055311
poland,pol,1987,0.26,,-1.2921518031739687
poland,pol,1989,0.27,,-1.17719403993975
poland,pol,1992,0.29,,-0.947278513471313
poland,pol,1995,0.35,,-0.25753193406600067
poland,pol,1999,0.32,,-0.6024052237686565
poland,pol,2004,0.38,,0.0873413556366558
poland,pol,2005,0.36,,-0.14257417083178184
poland,pol,2006,0.35,,-0.25753193406600067
poland,pol,2007,0.34,,-0.37248969730021886
poland,pol,2008,0.33,,-0.48744746053443766
poland,pol,2009,0.33,,-0.48744746053443766
poland,pol,2010,0.33,,-0.48744746053443766
poland,pol,2011,0.33,,-0.48744746053443766
poland,pol,2012,0.33,,-0.48744746053443766
poland,pol,2013,0.33,,-0.48744746053443766
poland,pol,2014,0.33,,-0.48744746053443766
poland,pol,2015,0.32,,-0.6024052237686565
poland,pol,2016,0.31,,-0.7173629870028754
poland,pol,2017,0.3,,-0.8323207502370942
poland,pol,2018,0.3,,-0.8323207502370942
poland,pol,2019,0.29,,-0.947278513471313
poland,pol,2020,0.28,,-1.0622362767055311
poland,pol,2021,0.28,,-1.0622362767055311
poland,pol,2022,0.29,,-0.947278513471313
poland,pol,2023,0.28,Europe,-1.0622362767055311
portugal,prt,2003,0.39,,0.20229911887087462
portugal,prt,2004,0.39,,0.20229911887087462
portugal,prt,2005,0.38,,0.0873413556366558
portugal,prt,2006,0.38,,0.0873413556366558
portugal,prt,2007,0.37,,-0.02761640759756302
portugal,prt,2008,0.37,,-0.02761640759756302
portugal,prt,2009,0.35,,-0.25753193406600067
portugal,prt,2010,0.36,,-0.14257417083178184
portugal,prt,2011,0.36,,-0.14257417083178184
portugal,prt,2012,0.36,,-0.14257417083178184
portugal,prt,2013,0.36,,-0.14257417083178184
portugal,prt,2014,0.36,,-0.14257417083178184
portugal,prt,2015,0.36,,-0.14257417083178184
portugal,prt,2016,0.35,,-0.25753193406600067
portugal,prt,2017,0.34,,-0.37248969730021886
portugal,prt,2018,0.33,,-0.48744746053443766
portugal,prt,2019,0.33,,-0.48744746053443766
portugal,prt,2020,0.35,,-0.25753193406600067
portugal,prt,2021,0.35,,-0.25753193406600067
portugal,prt,2022,0.36,,-0.14257417083178184
portugal,prt,2023,0.34,Europe,-0.37248969730021886
puerto rico,pri,2023,,North America,
qatar,qat,2017,0.35,,-0.25753193406600067
qatar,qat,2023,,Asia,
republic of vietnam,owid_rvn,2023,,Asia,
reunion,reu,2023,,Africa,
romania,rou,1989,0.23,,-1.637025092876625
romania,rou,1992,0.25,,-1.4071095664081876
romania,rou,1994,0.28,,-1.0622362767055311
romania,rou,1995,0.31,,-0.7173629870028754
romania,rou,1997,0.31,,-0.7173629870028754
romania,rou,2006,0.4,,0.31725688210509345
romania,rou,2007,0.38,,0.0873413556366558
romania,rou,2008,0.36,,-0.14257417083178184
romania,rou,2009,0.36,,-0.14257417083178184
romania,rou,2010,0.35,,-0.25753193406600067
romania,rou,2011,0.36,,-0.14257417083178184
romania,rou,2012,0.37,,-0.02761640759756302
romania,rou,2013,0.37,,-0.02761640759756302
romania,rou,2014,0.36,,-0.14257417083178184
romania,rou,2015,0.36,,-0.14257417083178184
romania,rou,2016,0.34,,-0.37248969730021886
romania,rou,2017,0.36,,-0.14257417083178184
romania,rou,2018,0.36,,-0.14257417083178184
romania,rou,2019,0.35,,-0.25753193406600067
romania,rou,2020,0.35,,-0.25753193406600067
romania,rou,2021,0.34,,-0.37248969730021886
romania,rou,2022,0.32,,-0.6024052237686565
romania,rou,2023,0.3,Europe,-0.8323207502370942
russia,rus,1993,0.45,,0.892045698276187
russia,rus,1996,0.46,,1.0070034615104058
russia,rus,1997,0.38,,0.0873413556366558
russia,rus,1998,0.38,,0.0873413556366558
russia,rus,1999,0.37,,-0.02761640759756302
russia,rus,2000,0.37,,-0.02761640759756302
russia,rus,2001,0.37,,-0.02761640759756302
russia,rus,2002,0.37,,-0.02761640759756302
russia,rus,2003,0.4,,0.31725688210509345
russia,rus,2004,0.4,,0.31725688210509345
russia,rus,2005,0.41,,0.43221464533931164
russia,rus,2006,0.41,,0.43221464533931164
russia,rus,2007,0.42,,0.5471724085735304
russia,rus,2008,0.42,,0.5471724085735304
russia,rus,2009,0.4,,0.31725688210509345
russia,rus,2010,0.4,,0.31725688210509345
russia,rus,2011,0.4,,0.31725688210509345
russia,rus,2012,0.41,,0.43221464533931164
russia,rus,2013,0.41,,0.43221464533931164
russia,rus,2014,0.4,,0.31725688210509345
russia,rus,2015,0.38,,0.0873413556366558
russia,rus,2016,0.37,,-0.02761640759756302
russia,rus,2017,0.37,,-0.02761640759756302
russia,rus,2018,0.37,,-0.02761640759756302
russia,rus,2019,0.38,,0.0873413556366558
russia,rus,2020,0.36,,-0.14257417083178184
russia,rus,2023,,Europe,
rwanda,rwa,2000,0.49,,1.3518767512130616
rwanda,rwa,2005,0.52,,1.6967500409157181
rwanda,rwa,2010,0.47,,1.121961224744624
rwanda,rwa,2013,0.45,,0.892045698276187
rwanda,rwa,2016,0.44,,0.7770879350419682
rwanda,rwa,2023,0.39,Africa,0.20229911887087462
saint barthelemy,blm,2023,,North America,
saint helena,shn,2023,,Africa,
saint kitts and nevis,kna,2023,,North America,
saint lucia,lca,1995,0.43,,0.6621301718077492
saint lucia,lca,2015,0.51,,1.5817922776814992
saint lucia,lca,2023,,North America,
saint martin (french part),maf,2023,,North America,
saint pierre and miquelon,spm,2023,,North America,
saint vincent and the grenadines,vct,2023,,North America,
samoa,wsm,2002,0.41,,0.43221464533931164
samoa,wsm,2008,0.42,,0.5471724085735304
samoa,wsm,2013,0.39,,0.20229911887087462
samoa,wsm,2023,,Oceania,
san marino,smr,2023,,Europe,
sao tome and principe,stp,2000,0.32,,-0.6024052237686565
sao tome and principe,stp,2010,0.31,,-0.7173629870028754
sao tome and principe,stp,2017,0.41,,0.43221464533931164
sao tome and principe,stp,2023,,Africa,
saudi arabia,sau,2023,,Asia,
senegal,sen,1991,0.54,,1.9266655673841557
senegal,sen,1994,0.39,,0.20229911887087462
senegal,sen,2001,0.41,,0.43221464533931164
senegal,sen,2005,0.39,,0.20229911887087462
senegal,sen,2011,0.4,,0.31725688210509345
senegal,sen,2018,0.38,,0.0873413556366558
senegal,sen,2021,0.36,,-0.14257417083178184
senegal,sen,2023,,Africa,
serbia,srb,2012,0.4,,0.31725688210509345
serbia,srb,2013,0.39,,0.20229911887087462
serbia,srb,2014,0.4,,0.31725688210509345
serbia,srb,2015,0.4,,0.31725688210509345
serbia,srb,2016,0.39,,0.20229911887087462
serbia,srb,2017,0.36,,-0.14257417083178184
serbia,srb,2018,0.35,,-0.25753193406600067
serbia,srb,2019,0.34,,-0.37248969730021886
serbia,srb,2020,0.35,,-0.25753193406600067
serbia,srb,2021,0.33,,-0.48744746053443766
serbia,srb,2022,0.33,,-0.48744746053443766
serbia,srb,2023,,Europe,
serbia and montenegro,owid_srm,2023,,Europe,
seychelles,syc,1999,0.43,,0.6621301718077492
seychelles,syc,2006,0.43,,0.6621301718077492
seychelles,syc,2013,0.47,,1.121961224744624
seychelles,syc,2018,0.32,,-0.6024052237686565
seychelles,syc,2023,,Africa,
sierra leone,sle,2003,0.4,,0.31725688210509345
sierra leone,sle,2011,0.34,,-0.37248969730021886
sierra leone,sle,2018,0.36,,-0.14257417083178184
sierra leone,sle,2023,,Africa,
singapore,sgp,2023,,Asia,
sint maarten (dutch part),sxm,2023,,North America,
slovakia,svk,1992,0.2,,-1.981898382579281
slovakia,svk,1996,0.26,,-1.2921518031739687
slovakia,svk,2004,0.27,,-1.17719403993975
slovakia,svk,2005,0.29,,-0.947278513471313
slovakia,svk,2006,0.26,,-1.2921518031739687
slovakia,svk,2007,0.25,,-1.4071095664081876
slovakia,svk,2008,0.26,,-1.2921518031739687
slovakia,svk,2009,0.27,,-1.17719403993975
slovakia,svk,2010,0.27,,-1.17719403993975
slovakia,svk,2011,0.27,,-1.17719403993975
slovakia,svk,2012,0.26,,-1.2921518031739687
slovakia,svk,2013,0.28,,-1.0622362767055311
slovakia,svk,2014,0.26,,-1.2921518031739687
slovakia,svk,2015,0.26,,-1.2921518031739687
slovakia,svk,2016,0.25,,-1.4071095664081876
slovakia,svk,2017,0.23,,-1.637025092876625
slovakia,svk,2018,0.25,,-1.4071095664081876
slovakia,svk,2019,0.23,,-1.637025092876625
slovakia,svk,2020,0.24,,-1.5220673296424065
slovakia,svk,2021,0.24,,-1.5220673296424065
slovakia,svk,2022,0.24,,-1.5220673296424065
slovakia,svk,2023,0.24,Europe,-1.5220673296424065
slovenia,svn,1987,0.24,,-1.5220673296424065
slovenia,svn,1993,0.29,,-0.947278513471313
slovenia,svn,1997,0.24,,-1.5220673296424065
slovenia,svn,1999,0.24,,-1.5220673296424065
slovenia,svn,2004,0.25,,-1.4071095664081876
slovenia,svn,2005,0.25,,-1.4071095664081876
slovenia,svn,2006,0.24,,-1.5220673296424065
slovenia,svn,2007,0.24,,-1.5220673296424065
slovenia,svn,2008,0.24,,-1.5220673296424065
slovenia,svn,2009,0.25,,-1.4071095664081876
slovenia,svn,2010,0.25,,-1.4071095664081876
slovenia,svn,2011,0.25,,-1.4071095664081876
slovenia,svn,2012,0.26,,-1.2921518031739687
slovenia,svn,2013,0.26,,-1.2921518031739687
slovenia,svn,2014,0.26,,-1.2921518031739687
slovenia,svn,2015,0.25,,-1.4071095664081876
slovenia,svn,2016,0.25,,-1.4071095664081876
slovenia,svn,2017,0.24,,-1.5220673296424065
slovenia,svn,2018,0.25,,-1.4071095664081876
slovenia,svn,2019,0.24,,-1.5220673296424065
slovenia,svn,2020,0.24,,-1.5220673296424065
slovenia,svn,2021,0.24,,-1.5220673296424065
slovenia,svn,2022,0.24,,-1.5220673296424065
slovenia,svn,2023,0.25,Europe,-1.4071095664081876
solomon islands,slb,2005,0.46,,1.0070034615104058
solomon islands,slb,2012,0.37,,-0.02761640759756302
solomon islands,slb,2023,,Oceania,
somalia,som,2023,,Africa,
south africa,zaf,1993,0.59,,2.5014543835552487
south africa,zaf,2000,0.58,,2.38649662032103
south africa,zaf,2005,0.65,,3.1912009629605613
south africa,zaf,2008,0.63,,2.961285436492124
south africa,zaf,2010,0.63,,2.961285436492124
south africa,zaf,2014,0.63,,2.961285436492124
south africa,zaf,2023,,Africa,
south georgia and the south sandwich islands,sgs,2023,,South America,
south korea,kor,2006,0.32,,-0.6024052237686565
south korea,kor,2008,0.32,,-0.6024052237686565
south korea,kor,2010,0.32,,-0.6024052237686565
south korea,kor,2012,0.32,,-0.6024052237686565
south korea,kor,2014,0.31,,-0.7173629870028754
south korea,kor,2016,0.35,,-0.25753193406600067
south korea,kor,2017,0.35,,-0.25753193406600067
south korea,kor,2018,0.34,,-0.37248969730021886
south korea,kor,2019,0.33,,-0.48744746053443766
south korea,kor,2020,0.33,,-0.48744746053443766
south korea,kor,2021,0.33,,-0.48744746053443766
south korea,kor,2023,,Asia,
south sudan,ssd,2009,0.46,,1.0070034615104058
south sudan,ssd,2016,0.44,,0.7770879350419682
south sudan,ssd,2023,,Africa,
spain,esp,1980,0.34,,-0.37248969730021886
spain,esp,1985,0.34,,-0.37248969730021886
spain,esp,1990,0.32,,-0.6024052237686565
spain,esp,1993,0.36,,-0.14257417083178184
spain,esp,1994,0.35,,-0.25753193406600067
spain,esp,1995,0.36,,-0.14257417083178184
spain,esp,1996,0.36,,-0.14257417083178184
spain,esp,1997,0.35,,-0.25753193406600067
spain,esp,1998,0.35,,-0.25753193406600067
spain,esp,1999,0.34,,-0.37248969730021886
spain,esp,2000,0.34,,-0.37248969730021886
spain,esp,2003,0.32,,-0.6024052237686565
spain,esp,2004,0.33,,-0.48744746053443766
spain,esp,2005,0.32,,-0.6024052237686565
spain,esp,2006,0.34,,-0.37248969730021886
spain,esp,2007,0.34,,-0.37248969730021886
spain,esp,2008,0.34,,-0.37248969730021886
spain,esp,2009,0.35,,-0.25753193406600067
spain,esp,2010,0.35,,-0.25753193406600067
spain,esp,2011,0.36,,-0.14257417083178184
spain,esp,2012,0.35,,-0.25753193406600067
spain,esp,2013,0.36,,-0.14257417083178184
spain,esp,2014,0.36,,-0.14257417083178184
spain,esp,2015,0.36,,-0.14257417083178184
spain,esp,2016,0.36,,-0.14257417083178184
spain,esp,2017,0.35,,-0.25753193406600067
spain,esp,2018,0.35,,-0.25753193406600067
spain,esp,2019,0.34,,-0.37248969730021886
spain,esp,2020,0.35,,-0.25753193406600067
spain,esp,2021,0.34,,-0.37248969730021886
spain,esp,2022,0.34,,-0.37248969730021886
spain,esp,2023,0.33,Europe,-0.48744746053443766
sri lanka,lka,1985,0.32,,-0.6024052237686565
sri lanka,lka,1990,0.32,,-0.6024052237686565
sri lanka,lka,1995,0.35,,-0.25753193406600067
sri lanka,lka,2002,0.4,,0.31725688210509345
sri lanka,lka,2006,0.4,,0.31725688210509345
sri lanka,lka,2009,0.36,,-0.14257417083178184
sri lanka,lka,2012,0.39,,0.20229911887087462
sri lanka,lka,2016,0.39,,0.20229911887087462
sri lanka,lka,2019,0.38,,0.0873413556366558
sri lanka,lka,2023,,Asia,
sudan,sdn,2009,0.35,,-0.25753193406600067
sudan,sdn,2014,0.34,,-0.37248969730021886
sudan,sdn,2023,,Africa,
suriname,sur,2022,0.39,,0.20229911887087462
suriname,sur,2023,,South America,
sweden,swe,1975,0.24,,-1.5220673296424065
sweden,swe,1981,0.23,,-1.637025092876625
sweden,swe,1987,0.23,,-1.637025092876625
sweden,swe,1992,0.25,,-1.4071095664081876
sweden,swe,1995,0.25,,-1.4071095664081876
sweden,swe,2000,0.27,,-1.17719403993975
sweden,swe,2001,0.27,,-1.17719403993975
sweden,swe,2002,0.26,,-1.2921518031739687
sweden,swe,2003,0.25,,-1.4071095664081876
sweden,swe,2004,0.26,,-1.2921518031739687
sweden,swe,2005,0.27,,-1.17719403993975
sweden,swe,2006,0.26,,-1.2921518031739687
sweden,swe,2007,0.27,,-1.17719403993975
sweden,swe,2008,0.28,,-1.0622362767055311
sweden,swe,2009,0.27,,-1.17719403993975
sweden,swe,2010,0.28,,-1.0622362767055311
sweden,swe,2011,0.28,,-1.0622362767055311
sweden,swe,2012,0.28,,-1.0622362767055311
sweden,swe,2013,0.29,,-0.947278513471313
sweden,swe,2014,0.28,,-1.0622362767055311
sweden,swe,2015,0.29,,-0.947278513471313
sweden,swe,2016,0.3,,-0.8323207502370942
sweden,swe,2017,0.29,,-0.947278513471313
sweden,swe,2018,0.3,,-0.8323207502370942
sweden,swe,2019,0.29,,-0.947278513471313
sweden,swe,2020,0.29,,-0.947278513471313
sweden,swe,2021,0.3,,-0.8323207502370942
sweden,swe,2022,0.32,,-0.6024052237686565
sweden,swe,2023,0.29,Europe,-0.947278513471313
switzerland,che,1982,0.36,,-0.14257417083178184
switzerland,che,1992,0.34,,-0.37248969730021886
switzerland,che,2000,0.33,,-0.48744746053443766
switzerland,che,2002,0.32,,-0.6024052237686565
switzerland,che,2004,0.32,,-0.6024052237686565
switzerland,che,2006,0.34,,-0.37248969730021886
switzerland,che,2007,0.34,,-0.37248969730021886
switzerland,che,2008,0.34,,-0.37248969730021886
switzerland,che,2009,0.33,,-0.48744746053443766
switzerland,che,2010,0.33,,-0.48744746053443766
switzerland,che,2011,0.32,,-0.6024052237686565
switzerland,che,2012,0.32,,-0.6024052237686565
switzerland,che,2013,0.32,,-0.6024052237686565
switzerland,che,2014,0.33,,-0.48744746053443766
switzerland,che,2015,0.32,,-0.6024052237686565
switzerland,che,2016,0.33,,-0.48744746053443766
switzerland,che,2017,0.33,,-0.48744746053443766
switzerland,che,2018,0.33,,-0.48744746053443766
switzerland,che,2019,0.34,,-0.37248969730021886
switzerland,che,2020,0.34,,-0.37248969730021886
switzerland,che,2021,0.34,,-0.37248969730021886
switzerland,che,2022,0.34,,-0.37248969730021886
switzerland,che,2023,,Europe,
syria,syr,1996,0.35,,-0.25753193406600067
syria,syr,2003,0.38,,0.0873413556366558
syria,syr,2006,0.4,,0.31725688210509345
syria,syr,2009,0.4,,0.31725688210509345
syria,syr,2022,0.27,,-1.17719403993975
syria,syr,2023,,Asia,
taiwan,twn,1981,0.3,,-0.8323207502370942
taiwan,twn,1986,0.3,,-0.8323207502370942
taiwan,twn,1991,0.3,,-0.8323207502370942
taiwan,twn,1995,0.31,,-0.7173629870028754
taiwan,twn,1997,0.31,,-0.7173629870028754
taiwan,twn,2000,0.31,,-0.7173629870028754
taiwan,twn,2005,0.32,,-0.6024052237686565
taiwan,twn,2007,0.32,,-0.6024052237686565
taiwan,twn,2010,0.33,,-0.48744746053443766
taiwan,twn,2013,0.32,,-0.6024052237686565
taiwan,twn,2016,0.31,,-0.7173629870028754
taiwan,twn,2017,0.32,,-0.6024052237686565
taiwan,twn,2018,0.32,,-0.6024052237686565
taiwan,twn,2019,0.31,,-0.7173629870028754
taiwan,twn,2020,0.31,,-0.7173629870028754
taiwan,twn,2021,0.32,,-0.6024052237686565
taiwan,twn,2023,,Asia,
tajikistan,tjk,1999,0.3,,-0.8323207502370942
tajikistan,tjk,2003,0.33,,-0.48744746053443766
tajikistan,tjk,2004,0.34,,-0.37248969730021886
tajikistan,tjk,2007,0.32,,-0.6024052237686565
tajikistan,tjk,2009,0.31,,-0.7173629870028754
tajikistan,tjk,2015,0.34,,-0.37248969730021886
tajikistan,tjk,2021,0.32,,-0.6024052237686565
tajikistan,tjk,2022,0.39,,0.20229911887087462
tajikistan,tjk,2023,0.38,Asia,0.0873413556366558
tajikistan,tjk,2024,0.36,,-0.14257417083178184
tanzania,tza,1991,0.35,,-0.25753193406600067
tanzania,tza,2000,0.37,,-0.02761640759756302
tanzania,tza,2007,0.4,,0.31725688210509345
tanzania,tza,2011,0.38,,0.0873413556366558
tanzania,tza,2018,0.4,,0.31725688210509345
tanzania,tza,2023,,Africa,
thailand,tha,1981,0.45,,0.892045698276187
thailand,tha,1988,0.44,,0.7770879350419682
thailand,tha,1990,0.45,,0.892045698276187
thailand,tha,1992,0.48,,1.2369189879788427
thailand,tha,1994,0.43,,0.6621301718077492
thailand,tha,1996,0.43,,0.6621301718077492
thailand,tha,1998,0.41,,0.43221464533931164
thailand,tha,1999,0.43,,0.6621301718077492
thailand,tha,2000,0.43,,0.6621301718077492
thailand,tha,2002,0.42,,0.5471724085735304
thailand,tha,2004,0.43,,0.6621301718077492
thailand,tha,2006,0.42,,0.5471724085735304
thailand,tha,2007,0.4,,0.31725688210509345
thailand,tha,2008,0.4,,0.31725688210509345
thailand,tha,2009,0.4,,0.31725688210509345
thailand,tha,2010,0.39,,0.20229911887087462
thailand,tha,2011,0.37,,-0.02761640759756302
thailand,tha,2012,0.39,,0.20229911887087462
thailand,tha,2013,0.38,,0.0873413556366558
thailand,tha,2014,0.37,,-0.02761640759756302
thailand,tha,2015,0.36,,-0.14257417083178184
thailand,tha,2016,0.37,,-0.02761640759756302
thailand,tha,2017,0.36,,-0.14257417083178184
thailand,tha,2018,0.36,,-0.14257417083178184
thailand,tha,2019,0.35,,-0.25753193406600067
thailand,tha,2020,0.35,,-0.25753193406600067
thailand,tha,2021,0.35,,-0.25753193406600067
thailand,tha,2022,0.34,,-0.37248969730021886
thailand,tha,2023,0.33,Asia,-0.48744746053443766
togo,tgo,2006,0.42,,0.5471724085735304
togo,tgo,2011,0.46,,1.0070034615104058
togo,tgo,2015,0.43,,0.6621301718077492
togo,tgo,2018,0.43,,0.6621301718077492
togo,tgo,2021,0.38,,0.0873413556366558
togo,tgo,2023,,Africa,
tokelau,tkl,2023,,Oceania,
tonga,ton,2000,0.38,,0.0873413556366558
tonga,ton,2009,0.37,,-0.02761640759756302
tonga,ton,2015,0.34,,-0.37248969730021886
tonga,ton,2021,0.27,,-1.17719403993975
tonga,ton,2023,,Oceania,
trinidad and tobago,tto,1988,0.43,,0.6621301718077492
trinidad and tobago,tto,1992,0.4,,0.31725688210509345
trinidad and tobago,tto,2023,,North America,
tunisia,tun,1985,0.43,,0.6621301718077492
tunisia,tun,1990,0.4,,0.31725688210509345
tunisia,tun,1995,0.42,,0.5471724085735304
tunisia,tun,2000,0.41,,0.43221464533931164
tunisia,tun,2005,0.38,,0.0873413556366558
tunisia,tun,2010,0.38,,0.0873413556366558
tunisia,tun,2015,0.33,,-0.48744746053443766
tunisia,tun,2021,0.34,,-0.37248969730021886
tunisia,tun,2023,,Africa,
turkey,tur,1987,0.41,,0.43221464533931164
turkey,tur,1994,0.41,,0.43221464533931164
turkey,tur,2002,0.41,,0.43221464533931164
turkey,tur,2003,0.42,,0.5471724085735304
turkey,tur,2004,0.41,,0.43221464533931164
turkey,tur,2005,0.43,,0.6621301718077492
turkey,tur,2006,0.4,,0.31725688210509345
turkey,tur,2007,0.38,,0.0873413556366558
turkey,tur,2008,0.39,,0.20229911887087462
turkey,tur,2009,0.39,,0.20229911887087462
turkey,tur,2010,0.39,,0.20229911887087462
turkey,tur,2011,0.4,,0.31725688210509345
turkey,tur,2012,0.4,,0.31725688210509345
turkey,tur,2013,0.4,,0.31725688210509345
turkey,tur,2014,0.41,,0.43221464533931164
turkey,tur,2015,0.43,,0.6621301718077492
turkey,tur,2016,0.42,,0.5471724085735304
turkey,tur,2017,0.44,,0.7770879350419682
turkey,tur,2018,0.42,,0.5471724085735304
turkey,tur,2019,0.44,,0.7770879350419682
turkey,tur,2020,0.43,,0.6621301718077492
turkey,tur,2021,0.44,,0.7770879350419682
turkey,tur,2022,0.44,,0.7770879350419682
turkey,tur,2023,,Asia,
turkmenistan,tkm,1998,0.41,,0.43221464533931164
turkmenistan,tkm,2023,,Asia,
turks and caicos islands,tca,2023,,North America,
tuvalu,tuv,2010,0.39,,0.20229911887087462
tuvalu,tuv,2023,,Oceania,
ussr,owid_uss,2023,,Europe,
uganda,uga,1989,0.44,,0.7770879350419682
uganda,uga,1992,0.41,,0.43221464533931164
uganda,uga,1996,0.39,,0.20229911887087462
uganda,uga,1999,0.43,,0.6621301718077492
uganda,uga,2002,0.45,,0.892045698276187
uganda,uga,2005,0.43,,0.6621301718077492
uganda,uga,2009,0.44,,0.7770879350419682
uganda,uga,2012,0.41,,0.43221464533931164
uganda,uga,2016,0.43,,0.6621301718077492
uganda,uga,2019,0.43,,0.6621301718077492
uganda,uga,2023,,Africa,
ukraine,ukr,1992,0.3,,-0.8323207502370942
ukraine,ukr,1993,0.29,,-0.947278513471313
ukraine,ukr,1995,0.39,,0.20229911887087462
ukraine,ukr,1996,0.35,,-0.25753193406600067
ukraine,ukr,2002,0.29,,-0.947278513471313
ukraine,ukr,2003,0.29,,-0.947278513471313
ukraine,ukr,2004,0.29,,-0.947278513471313
ukraine,ukr,2005,0.29,,-0.947278513471313
ukraine,ukr,2006,0.3,,-0.8323207502370942
ukraine,ukr,2007,0.27,,-1.17719403993975
ukraine,ukr,2008,0.27,,-1.17719403993975
ukraine,ukr,2009,0.25,,-1.4071095664081876
ukraine,ukr,2010,0.25,,-1.4071095664081876
ukraine,ukr,2011,0.25,,-1.4071095664081876
ukraine,ukr,2012,0.25,,-1.4071095664081876
ukraine,ukr,2013,0.25,,-1.4071095664081876
ukraine,ukr,2014,0.24,,-1.5220673296424065
ukraine,ukr,2015,0.25,,-1.4071095664081876
ukraine,ukr,2016,0.25,,-1.4071095664081876
ukraine,ukr,2017,0.26,,-1.2921518031739687
ukraine,ukr,2018,0.26,,-1.2921518031739687
ukraine,ukr,2019,0.27,,-1.17719403993975
ukraine,ukr,2020,0.26,,-1.2921518031739687
ukraine,ukr,2023,,Europe,
united arab emirates,are,2013,0.33,,-0.48744746053443766
united arab emirates,are,2018,0.26,,-1.2921518031739687
united arab emirates,are,2023,,Asia,
united kingdom,gbr,1968,0.27,,-1.17719403993975
united kingdom,gbr,1969,0.28,,-1.0622362767055311
united kingdom,gbr,1970,0.28,,-1.0622362767055311
united kingdom,gbr,1971,0.29,,-0.947278513471313
united kingdom,gbr,1972,0.29,,-0.947278513471313
united kingdom,gbr,1973,0.29,,-0.947278513471313
united kingdom,gbr,1974,0.29,,-0.947278513471313
united kingdom,gbr,1975,0.28,,-1.0622362767055311
united kingdom,gbr,1976,0.28,,-1.0622362767055311
united kingdom,gbr,1977,0.27,,-1.17719403993975
united kingdom,gbr,1978,0.27,,-1.17719403993975
united kingdom,gbr,1979,0.27,,-1.17719403993975
united kingdom,gbr,1980,0.28,,-1.0622362767055311
united kingdom,gbr,1981,0.3,,-0.8323207502370942
united kingdom,gbr,1982,0.3,,-0.8323207502370942
united kingdom,gbr,1983,0.3,,-0.8323207502370942
united kingdom,gbr,1984,0.29,,-0.947278513471313
united kingdom,gbr,1985,0.3,,-0.8323207502370942
united kingdom,gbr,1986,0.32,,-0.6024052237686565
united kingdom,gbr,1987,0.34,,-0.37248969730021886
united kingdom,gbr,1988,0.34,,-0.37248969730021886
united kingdom,gbr,1989,0.33,,-0.48744746053443766
united kingdom,gbr,1990,0.36,,-0.14257417083178184
united kingdom,gbr,1991,0.35,,-0.25753193406600067
united kingdom,gbr,1992,0.35,,-0.25753193406600067
united kingdom,gbr,1993,0.35,,-0.25753193406600067
united kingdom,gbr,1994,0.36,,-0.14257417083178184
united kingdom,gbr,1995,0.36,,-0.14257417083178184
united kingdom,gbr,1996,0.35,,-0.25753193406600067
united kingdom,gbr,1997,0.36,,-0.14257417083178184
